season,Div,Date,Time,kickoff,match_id,HomeTeam,AwayTeam,Referee,FTHG,FTAG,FTR,HTHG,HTAG,home_win,draw,away_win,total_goals,over_2_5,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,total_corners,total_cards,total_shots,total_fouls,AvgH,AvgD,AvgA,MaxH,MaxD,MaxA
2022-23,E0,2023-05-13,15:00,2023-05-13 15:00:00,20230513_manunited_wolves,Man United,Wolves,J Brooks,2,0,H,1,0,1,0,0,2,0,27,5,9,0,9,9,11,7,3,2,0,0,18,5,32,18,1.38,5.1,8.37,1.41,5.4,9.0
2022-23,E0,2023-05-13,15:00,2023-05-13 15:00:00,20230513_southampton_fulham,Southampton,Fulham,T Bramall,0,2,A,0,0,0,0,1,2,0,5,9,1,4,17,12,1,8,2,0,0,0,9,2,14,29,2.82,3.44,2.51,2.9,3.64,2.57
2022-23,E0,2023-05-14,14:00,2023-05-14 14:00:00,20230514_brentford_westham,Brentford,West Ham,M Oliver,2,0,H,2,0,1,0,0,2,0,24,4,10,4,5,5,7,5,1,0,0,0,12,1,28,10,2.05,3.56,3.66,2.1,3.71,3.81
2022-23,E0,2023-05-14,14:00,2023-05-14 14:00:00,20230514_everton_mancity,Everton,Man City,A Taylor,0,3,A,0,2,0,0,1,3,1,7,9,3,4,12,4,8,6,1,0,0,0,14,1,16,16,8.86,5.21,1.36,10.0,5.7,1.39
2022-23,E0,2023-05-14,16:30,2023-05-14 16:30:00,20230514_arsenal_brighton,Arsenal,Brighton,A Madley,0,3,A,0,0,0,0,1,3,1,14,12,2,6,13,17,5,2,1,2,0,0,7,3,26,30,1.77,4.19,4.21,1.81,4.5,4.35
2022-23,E0,2023-05-15,20:00,2023-05-15 20:00:00,20230515_leicester_liverpool,Leicester,Liverpool,C Pawson,0,3,A,0,2,0,0,1,3,1,4,16,4,5,11,17,4,4,2,1,0,0,8,3,20,28,5.11,4.59,1.59,5.5,4.9,1.64
2022-23,E0,2023-05-18,19:30,2023-05-18 19:30:00,20230518_newcastle_brighton,Newcastle,Brighton,R Jones,4,1,H,2,0,1,0,0,5,1,22,8,9,2,17,16,6,1,2,4,0,0,7,6,30,33,2.02,3.86,3.49,2.07,4.0,3.65
2022-23,E0,2023-05-20,12:30,2023-05-20 12:30:00,20230520_tottenham_brentford,Tottenham,Brentford,J Gillett,1,3,A,1,0,0,0,1,4,1,22,11,8,4,11,9,8,2,1,1,0,0,10,2,33,20,1.85,3.88,4.13,1.9,4.1,4.3
2022-23,E0,2023-05-20,15:00,2023-05-20 15:00:00,20230520_bournemouth_manunited,Bournemouth,Man United,C Kavanagh,0,1,A,0,1,0,0,1,1,0,10,20,4,5,6,7,3,6,1,0,0,0,9,1,30,13,6.06,4.77,1.51,6.5,5.1,1.55
2022-23,E0,2023-05-20,15:00,2023-05-20 15:00:00,20230520_fulham_crystalpalace,Fulham,Crystal Palace,J Smith,2,2,D,1,1,0,1,0,4,1,11,11,4,5,13,12,7,4,3,0,0,0,11,3,22,25,2.45,3.4,2.97,2.51,3.52,3.11
2022-23,E0,2023-05-20,15:00,2023-05-20 15:00:00,20230520_liverpool_astonvilla,Liverpool,Aston Villa,J Brooks,1,1,D,0,1,0,1,0,2,0,10,6,5,3,16,13,9,4,3,5,0,0,13,8,16,29,1.49,4.86,6.16,1.53,5.2,6.5
2022-23,E0,2023-05-20,15:00,2023-05-20 15:00:00,20230520_wolves_everton,Wolves,Everton,D Coote,1,1,D,1,0,0,1,0,2,0,13,19,5,4,18,10,1,7,5,1,0,0,8,6,32,28,2.77,3.35,2.63,2.88,3.48,2.75
2022-23,E0,2023-05-20,17:30,2023-05-20 17:30:00,20230520_nott'mforest_arsenal,Nott'm Forest,Arsenal,A Taylor,1,0,H,1,0,1,0,0,1,0,6,11,2,3,11,12,3,6,3,2,0,0,9,5,17,23,5.37,4.45,1.59,5.6,4.6,1.7
2022-23,E0,2023-05-21,13:30,2023-05-21 13:30:00,20230521_westham_leeds,West Ham,Leeds,P Bankes,3,1,H,1,1,1,0,0,4,1,19,12,9,3,6,11,9,5,1,3,0,0,14,4,31,17,2.45,3.56,2.84,2.55,3.72,2.93
2022-23,E0,2023-05-21,14:00,2023-05-21 14:00:00,20230521_brighton_southampton,Brighton,Southampton,P Tierney,3,1,H,2,0,1,0,0,4,1,26,5,8,1,8,9,4,3,2,5,0,0,7,7,31,17,1.23,6.91,12.43,1.25,7.6,13.5
2022-23,E0,2023-05-21,16:00,2023-05-21 16:00:00,20230521_mancity_chelsea,Man City,Chelsea,M Oliver,1,0,H,1,0,1,0,0,1,0,15,13,2,6,12,9,5,2,0,2,0,0,7,2,28,21,1.26,6.41,11.48,1.28,6.85,13.25
2022-23,E0,2023-05-22,20:00,2023-05-22 20:00:00,20230522_newcastle_leicester,Newcastle,Leicester,A Marriner,0,0,D,0,0,0,1,0,0,0,23,1,4,1,9,5,12,1,2,0,0,0,13,2,24,14,1.38,5.39,7.66,1.42,5.9,8.5
2022-23,E0,2023-05-24,20:00,2023-05-24 20:00:00,20230524_brighton_mancity,Brighton,Man City,S Hooper,1,1,D,1,1,0,1,0,2,0,20,13,7,4,16,11,5,1,2,1,0,0,6,3,33,27,3.97,4.22,1.81,4.22,4.5,1.85
2022-23,E0,2023-05-25,20:00,2023-05-25 20:00:00,20230525_manunited_chelsea,Man United,Chelsea,S Attwell,4,1,H,2,0,1,0,0,5,1,18,14,9,5,12,6,3,4,1,1,0,0,7,2,32,18,1.63,4.35,5.12,1.7,4.65,5.4
2022-23,E0,2023-05-28,16:30,2023-05-28 16:30:00,20230528_southampton_liverpool,Southampton,Liverpool,D England,4,4,D,2,2,0,1,0,8,1,15,30,10,8,4,10,2,9,0,2,0,0,11,2,45,14,6.74,5.2,1.42,7.1,5.6,1.46
2022-23,E0,2023-05-28,16:30,2023-05-28 16:30:00,20230528_manunited_fulham,Man United,Fulham,R Jones,2,1,H,1,1,1,0,0,3,1,21,10,8,3,14,10,5,4,1,2,0,0,9,3,31,24,1.53,4.59,5.76,1.56,4.9,6.0
2022-23,E0,2023-05-28,16:30,2023-05-28 16:30:00,20230528_leicester_westham,Leicester,West Ham,S Hooper,2,1,H,1,0,1,0,0,3,1,13,16,4,3,8,10,3,5,1,1,0,0,8,2,29,18,1.94,3.92,3.65,2.0,4.2,3.82
2022-23,E0,2023-05-28,16:30,2023-05-28 16:30:00,20230528_leeds_tottenham,Leeds,Tottenham,A Taylor,1,4,A,0,1,0,0,1,5,1,19,11,2,7,7,5,12,3,3,0,0,0,15,3,30,12,2.77,3.84,2.37,2.88,4.1,2.45
2022-23,E0,2023-05-28,16:30,2023-05-28 16:30:00,20230528_everton_bournemouth,Everton,Bournemouth,S Attwell,1,0,H,0,0,1,0,0,1,0,13,7,6,2,11,12,9,3,1,3,0,0,12,4,20,23,1.49,4.61,6.58,1.53,5.0,7.25
2022-23,E0,2023-05-28,16:30,2023-05-28 16:30:00,20230528_arsenal_wolves,Arsenal,Wolves,A Marriner,5,0,H,3,0,1,0,0,5,1,14,6,8,0,8,11,8,4,0,0,0,0,12,0,20,19,1.37,5.33,7.87,1.43,5.7,8.5
2022-23,E0,2023-05-28,16:30,2023-05-28 16:30:00,20230528_chelsea_newcastle,Chelsea,Newcastle,J Gillett,1,1,D,1,1,0,1,0,2,0,22,13,5,4,9,11,10,3,0,0,0,0,13,0,35,20,2.87,3.64,2.38,3.0,3.86,2.48
2022-23,E0,2023-05-28,16:30,2023-05-28 16:30:00,20230528_brentford_mancity,Brentford,Man City,J Brooks,1,0,H,0,0,1,0,0,1,0,11,17,4,3,12,8,3,4,4,0,0,0,7,4,28,20,3.88,4.01,1.87,4.05,4.3,1.92
2022-23,E0,2023-05-28,16:30,2023-05-28 16:30:00,20230528_astonvilla_brighton,Aston Villa,Brighton,D Coote,2,1,H,2,1,1,0,0,3,1,12,8,5,4,15,16,4,3,4,4,0,0,7,8,20,31,2.04,3.88,3.37,2.1,4.08,3.55
2022-23,E0,2023-05-28,16:30,2023-05-28 16:30:00,20230528_crystalpalace_nott'mforest,Crystal Palace,Nott'm Forest,T Bramall,1,1,D,0,1,0,1,0,2,0,16,7,4,4,9,13,5,4,0,2,0,0,9,2,23,22,1.69,4.15,4.77,1.74,4.4,5.0
2023-24,E0,2023-08-11,20:00,2023-08-11 20:00:00,20230811_burnley_mancity,Burnley,Man City,C Pawson,0,3,A,0,2,0,0,1,3,1,6,17,1,8,11,8,6,5,0,0,1,0,11,1,23,19,9.02,5.35,1.35,9.5,5.68,1.39
2023-24,E0,2023-08-12,12:30,2023-08-12 12:30:00,20230812_arsenal_nott'mforest,Arsenal,Nott'm Forest,M Oliver,2,1,H,2,0,1,0,0,3,1,15,6,7,2,12,12,8,3,2,2,0,0,11,4,21,24,1.18,7.64,15.67,1.21,8.5,17.5
2023-24,E0,2023-08-12,15:00,2023-08-12 15:00:00,20230812_bournemouth_westham,Bournemouth,West Ham,P Bankes,1,1,D,0,0,0,1,0,2,0,14,16,5,3,9,14,10,4,1,4,0,0,14,5,30,23,2.69,3.44,2.64,2.8,3.62,2.75
2023-24,E0,2023-08-12,15:00,2023-08-12 15:00:00,20230812_brighton_luton,Brighton,Luton,D Coote,4,1,H,1,0,1,0,0,5,1,27,9,12,3,11,12,6,7,2,2,0,0,13,4,36,23,1.33,5.52,9.61,1.36,6.0,10.5
2023-24,E0,2023-08-12,15:00,2023-08-12 15:00:00,20230812_everton_fulham,Everton,Fulham,S Attwell,0,1,A,0,0,0,0,1,1,0,19,9,9,2,12,6,10,4,0,2,0,0,14,2,28,18,2.24,3.43,3.3,2.3,3.57,3.45
2023-24,E0,2023-08-12,15:00,2023-08-12 15:00:00,20230812_sheffieldunited_crystalpalace,Sheffield United,Crystal Palace,J Brooks,0,1,A,0,0,0,0,1,1,0,8,24,1,8,18,11,5,5,3,0,0,0,10,3,32,29,3.12,3.24,2.41,3.31,3.42,2.48
2023-24,E0,2023-08-12,17:30,2023-08-12 17:30:00,20230812_newcastle_astonvilla,Newcastle,Aston Villa,A Madley,5,1,H,2,1,1,0,0,6,1,17,16,13,6,12,17,6,5,4,4,0,0,11,8,33,29,1.76,3.88,4.61,1.8,4.1,4.9
2023-24,E0,2023-08-13,14:00,2023-08-13 14:00:00,20230813_brentford_tottenham,Brentford,Tottenham,R Jones,2,2,D,2,2,0,1,0,4,1,11,18,6,6,12,13,3,6,1,4,0,0,9,5,29,25,2.73,3.63,2.5,2.85,3.83,2.6
2023-24,E0,2023-08-13,16:30,2023-08-13 16:30:00,20230813_chelsea_liverpool,Chelsea,Liverpool,A Taylor,1,1,D,1,1,0,1,0,2,0,10,13,4,1,5,12,4,4,3,3,0,0,8,6,23,17,2.87,3.64,2.39,3.05,3.82,2.48
2023-24,E0,2023-08-14,20:00,2023-08-14 20:00:00,20230814_manunited_wolves,Man United,Wolves,S Hooper,1,0,H,0,0,1,0,0,1,0,15,23,3,6,14,10,8,7,2,3,0,0,15,5,38,24,1.31,5.65,9.85,1.34,6.0,11.0
2023-24,E0,2023-08-18,19:45,2023-08-18 19:45:00,20230818_nott'mforest_sheffieldunited,Nott'm Forest,Sheffield United,P Bankes,2,1,H,1,0,1,0,0,3,1,16,7,4,3,5,9,6,7,2,3,0,0,13,5,23,14,1.95,3.43,4.25,2.0,3.6,4.5
2023-24,E0,2023-08-19,15:00,2023-08-19 15:00:00,20230819_fulham_brentford,Fulham,Brentford,D Bond,0,3,A,0,1,0,0,1,3,1,10,17,2,8,13,12,5,5,2,2,1,0,10,5,27,25,2.72,3.4,2.63,2.8,3.58,2.73
2023-24,E0,2023-08-19,15:00,2023-08-19 15:00:00,20230819_liverpool_bournemouth,Liverpool,Bournemouth,T Bramall,3,1,H,2,1,1,0,0,4,1,26,13,10,5,11,13,10,2,1,3,1,0,12,5,39,24,1.23,6.86,11.82,1.26,7.5,13.0
2023-24,E0,2023-08-19,15:00,2023-08-19 15:00:00,20230819_wolves_brighton,Wolves,Brighton,A Madley,1,4,A,0,1,0,0,1,5,1,16,16,5,8,14,11,5,3,3,6,1,0,8,10,32,25,4.0,3.81,1.89,4.25,4.0,1.97
2023-24,E0,2023-08-19,17:30,2023-08-19 17:30:00,20230819_tottenham_manunited,Tottenham,Man United,M Oliver,2,0,H,0,0,1,0,0,2,0,17,22,6,6,9,8,5,6,1,3,0,0,11,4,39,17,2.84,3.75,2.37,2.95,3.96,2.46
2023-24,E0,2023-08-19,20:00,2023-08-19 20:00:00,20230819_mancity_newcastle,Man City,Newcastle,R Jones,1,0,H,1,0,1,0,0,1,0,14,7,4,1,12,11,3,0,1,5,0,0,3,6,21,23,1.7,4.07,4.83,1.75,4.3,5.2
2023-24,E0,2023-08-20,14:00,2023-08-20 14:00:00,20230820_astonvilla_everton,Aston Villa,Everton,A Taylor,4,0,H,2,0,1,0,0,4,1,13,9,7,2,8,12,7,6,3,4,0,0,13,7,22,20,1.7,3.91,5.0,1.76,4.1,5.4
2023-24,E0,2023-08-20,16:30,2023-08-20 16:30:00,20230820_westham_chelsea,West Ham,Chelsea,J Brooks,3,1,H,1,1,1,0,0,4,1,12,17,6,4,12,9,3,9,2,3,1,0,12,6,29,21,3.66,3.57,2.04,3.86,3.75,2.12
2023-24,E0,2023-08-21,20:00,2023-08-21 20:00:00,20230821_crystalpalace_arsenal,Crystal Palace,Arsenal,D Coote,0,1,A,0,0,0,0,1,1,0,14,14,2,3,14,10,1,8,2,1,0,1,9,4,28,24,5.79,4.06,1.6,6.0,4.33,1.68
2023-24,E0,2023-08-25,20:00,2023-08-25 20:00:00,20230825_chelsea_luton,Chelsea,Luton,R Jones,3,0,H,1,0,1,0,0,3,1,19,11,8,1,15,12,6,4,2,3,0,0,10,5,30,27,1.29,5.86,10.78,1.33,6.5,13.0
2023-24,E0,2023-08-26,12:30,2023-08-26 12:30:00,20230826_bournemouth_tottenham,Bournemouth,Tottenham,T Robinson,0,2,A,0,1,0,0,1,2,0,11,17,3,6,18,11,6,2,1,3,0,0,8,4,28,29,3.67,3.94,1.95,3.95,4.1,2.05
2023-24,E0,2023-08-26,15:00,2023-08-26 15:00:00,20230826_arsenal_fulham,Arsenal,Fulham,P Tierney,2,2,D,0,1,0,1,0,4,1,19,8,11,3,6,5,8,3,0,3,0,1,11,4,27,11,1.23,6.49,13.35,1.27,7.27,15.25
2023-24,E0,2023-08-26,15:00,2023-08-26 15:00:00,20230826_brentford_crystalpalace,Brentford,Crystal Palace,P Bankes,1,1,D,1,0,0,1,0,2,0,12,15,1,5,9,15,8,6,0,0,0,0,14,0,27,24,2.14,3.41,3.57,2.2,3.54,3.75
2023-24,E0,2023-08-26,15:00,2023-08-26 15:00:00,20230826_everton_wolves,Everton,Wolves,C Pawson,0,1,A,0,0,0,0,1,1,0,15,11,7,2,10,14,7,0,3,4,0,0,7,7,26,24,2.32,3.31,3.24,2.42,3.48,3.4
2023-24,E0,2023-08-26,15:00,2023-08-26 15:00:00,20230826_manunited_nott'mforest,Man United,Nott'm Forest,S Attwell,3,2,H,1,2,1,0,0,5,1,18,9,9,4,13,11,11,3,4,4,0,1,14,9,27,24,1.31,5.79,9.23,1.34,6.2,10.0
2023-24,E0,2023-08-26,17:30,2023-08-26 17:30:00,20230826_brighton_westham,Brighton,West Ham,A Taylor,1,3,A,0,1,0,0,1,4,1,25,12,10,3,10,9,17,4,1,3,0,0,21,4,37,19,1.53,4.67,5.73,1.58,4.9,6.0
2023-24,E0,2023-08-27,14:00,2023-08-27 14:00:00,20230827_burnley_astonvilla,Burnley,Aston Villa,M Salisbury,1,3,A,0,2,0,0,1,4,1,9,16,2,6,12,11,4,6,2,0,0,0,10,2,25,23,3.36,3.55,2.16,3.46,3.7,2.22
2023-24,E0,2023-08-27,14:00,2023-08-27 14:00:00,20230827_sheffieldunited_mancity,Sheffield United,Man City,J Gillett,1,2,A,0,0,0,0,1,3,1,6,30,2,9,11,2,1,12,3,0,0,0,13,3,36,13,16.67,7.51,1.18,19.5,8.6,1.21
2023-24,E0,2023-08-27,16:30,2023-08-27 16:30:00,20230827_newcastle_liverpool,Newcastle,Liverpool,J Brooks,1,2,A,1,0,0,0,1,3,1,23,9,8,4,16,10,5,9,1,2,0,1,14,4,32,26,2.2,3.9,3.03,2.3,4.1,3.18
2023-24,E0,2023-09-01,20:00,2023-09-01 20:00:00,20230901_luton_westham,Luton,West Ham,P Tierney,1,2,A,0,1,0,0,1,3,1,16,9,1,3,8,13,9,6,1,1,0,0,15,2,25,21,4.7,3.94,1.74,5.0,4.2,1.78
2023-24,E0,2023-09-02,12:30,2023-09-02 12:30:00,20230902_sheffieldunited_everton,Sheffield United,Everton,A Madley,2,2,D,2,1,0,1,0,4,1,13,16,8,6,11,13,4,6,1,2,0,0,10,3,29,24,3.01,3.23,2.5,3.15,3.36,2.59
2023-24,E0,2023-09-02,15:00,2023-09-02 15:00:00,20230902_mancity_fulham,Man City,Fulham,M Oliver,5,1,H,2,1,1,0,0,6,1,7,6,5,4,12,12,4,5,2,4,0,0,9,6,13,24,1.15,8.46,17.91,1.18,9.7,22.0
2023-24,E0,2023-09-02,15:00,2023-09-02 15:00:00,20230902_chelsea_nott'mforest,Chelsea,Nott'm Forest,T Robinson,0,1,A,0,0,0,0,1,1,0,21,7,2,3,10,9,8,0,3,4,0,0,8,7,28,19,1.38,5.03,8.27,1.43,5.35,9.0
2023-24,E0,2023-09-02,15:00,2023-09-02 15:00:00,20230902_brentford_bournemouth,Brentford,Bournemouth,R Madley,2,2,D,1,1,0,1,0,4,1,21,12,7,5,6,13,5,2,1,2,0,0,7,3,33,19,1.72,4.06,4.67,1.77,4.3,4.94
2023-24,E0,2023-09-02,15:00,2023-09-02 15:00:00,20230902_burnley_tottenham,Burnley,Tottenham,D England,2,5,A,1,2,0,0,1,7,1,16,20,4,10,15,9,7,4,4,3,0,0,11,7,36,24,3.83,3.99,1.88,3.99,4.2,1.93
2023-24,E0,2023-09-02,17:30,2023-09-02 17:30:00,20230902_brighton_newcastle,Brighton,Newcastle,S Attwell,3,1,H,1,0,1,0,0,4,1,15,9,6,2,14,17,5,3,4,4,0,0,8,8,24,31,2.55,3.87,2.55,2.62,4.1,2.61
2023-24,E0,2023-09-03,14:00,2023-09-03 14:00:00,20230903_crystalpalace_wolves,Crystal Palace,Wolves,R Jones,3,2,H,0,0,1,0,0,5,1,16,12,11,4,12,12,4,2,1,3,0,0,6,4,28,24,1.95,3.45,4.15,2.01,3.62,4.5
2023-24,E0,2023-09-03,14:00,2023-09-03 14:00:00,20230903_liverpool_astonvilla,Liverpool,Aston Villa,S Hooper,3,0,H,2,0,1,0,0,3,1,17,9,4,3,12,7,7,3,0,1,0,0,10,1,26,19,1.66,4.49,4.57,1.71,4.7,4.9
2023-24,E0,2023-09-03,16:30,2023-09-03 16:30:00,20230903_arsenal_manunited,Arsenal,Man United,A Taylor,3,1,H,1,1,1,0,0,4,1,17,10,5,2,8,7,12,3,2,3,0,0,15,5,27,15,1.77,4.04,4.38,1.83,4.25,4.7
2023-24,E0,2023-09-16,12:30,2023-09-16 12:30:00,20230916_wolves_liverpool,Wolves,Liverpool,M Oliver,1,3,A,1,0,0,0,1,4,1,11,16,2,6,10,4,4,4,1,3,0,0,8,4,27,14,6.64,4.95,1.45,7.5,5.25,1.51
2023-24,E0,2023-09-16,15:00,2023-09-16 15:00:00,20230916_astonvilla_crystalpalace,Aston Villa,Crystal Palace,D England,3,1,H,0,0,1,0,0,4,1,16,6,5,3,13,9,4,2,5,3,0,0,6,8,22,22,1.9,3.7,4.07,1.96,3.89,4.21
2023-24,E0,2023-09-16,15:00,2023-09-16 15:00:00,20230916_fulham_luton,Fulham,Luton,M Salisbury,1,0,H,0,0,1,0,0,1,0,13,7,2,2,6,14,6,2,2,2,0,0,8,4,20,20,1.68,3.96,5.18,1.73,4.2,5.5
2023-24,E0,2023-09-16,15:00,2023-09-16 15:00:00,20230916_manunited_brighton,Man United,Brighton,J Gillett,1,3,A,0,1,0,0,1,4,1,14,10,4,8,8,9,8,1,2,2,0,0,9,4,24,17,2.21,3.98,2.96,2.28,4.19,3.07
2023-24,E0,2023-09-16,15:00,2023-09-16 15:00:00,20230916_tottenham_sheffieldunited,Tottenham,Sheffield United,P Bankes,2,1,H,0,0,1,0,0,3,1,28,7,10,5,13,14,15,2,6,5,0,1,17,12,35,27,1.28,6.1,10.52,1.31,6.51,12.0
2023-24,E0,2023-09-16,15:00,2023-09-16 15:00:00,20230916_westham_mancity,West Ham,Man City,A Madley,1,3,A,1,0,0,0,1,4,1,6,29,3,15,7,11,4,11,3,2,0,0,15,5,35,18,6.57,4.67,1.48,7.5,4.95,1.53
2023-24,E0,2023-09-16,17:30,2023-09-16 17:30:00,20230916_newcastle_brentford,Newcastle,Brentford,C Pawson,1,0,H,0,0,1,0,0,1,0,9,11,2,2,8,12,8,3,3,5,0,0,11,8,20,20,1.53,4.37,6.12,1.58,4.6,6.75
2023-24,E0,2023-09-17,14:00,2023-09-17 14:00:00,20230917_bournemouth_chelsea,Bournemouth,Chelsea,D Coote,0,0,D,0,0,0,1,0,0,0,13,14,4,6,15,20,1,7,1,5,0,0,8,6,27,35,4.34,3.96,1.79,4.5,4.2,1.84
2023-24,E0,2023-09-17,16:30,2023-09-17 16:30:00,20230917_everton_arsenal,Everton,Arsenal,S Hooper,0,1,A,0,0,0,0,1,1,0,8,13,1,4,12,10,1,11,1,1,0,0,12,2,21,22,6.07,4.55,1.52,6.5,4.75,1.57
2023-24,E0,2023-09-18,19:45,2023-09-18 19:45:00,20230918_nott'mforest_burnley,Nott'm Forest,Burnley,R Jones,1,1,D,0,1,0,1,0,2,0,14,10,4,3,16,10,5,4,2,3,0,1,9,6,24,26,2.24,3.51,3.22,2.31,3.65,3.41
2023-24,E0,2023-09-23,15:00,2023-09-23 15:00:00,20230923_crystalpalace_fulham,Crystal Palace,Fulham,P Tierney,0,0,D,0,0,0,1,0,0,0,7,10,3,5,10,15,3,2,3,2,0,0,5,5,17,25,1.95,3.51,4.09,2.01,3.68,4.35
2023-24,E0,2023-09-23,15:00,2023-09-23 15:00:00,20230923_luton_wolves,Luton,Wolves,J Smith,1,1,D,0,0,0,1,0,2,0,20,3,4,3,12,17,10,1,0,2,0,1,11,3,23,29,3.3,3.43,2.23,3.5,3.58,2.34
2023-24,E0,2023-09-23,15:00,2023-09-23 15:00:00,20230923_mancity_nott'mforest,Man City,Nott'm Forest,A Taylor,2,0,H,2,0,1,0,0,2,0,7,10,4,3,5,17,6,6,3,7,1,0,12,11,17,22,1.15,8.55,18.11,1.17,9.8,21.0
2023-24,E0,2023-09-23,17:30,2023-09-23 17:30:00,20230923_brentford_everton,Brentford,Everton,M Oliver,1,3,A,1,1,0,0,1,4,1,12,18,2,6,9,12,1,4,2,2,0,0,5,4,30,21,1.8,3.78,4.49,1.84,3.95,4.75
2023-24,E0,2023-09-23,20:00,2023-09-23 20:00:00,20230923_burnley_manunited,Burnley,Man United,T Harrington,0,1,A,0,1,0,0,1,1,0,12,11,4,4,6,12,9,5,1,2,0,0,14,3,23,18,4.31,4.16,1.75,4.6,4.4,1.8
2023-24,E0,2023-09-24,14:00,2023-09-24 14:00:00,20230924_arsenal_tottenham,Arsenal,Tottenham,R Jones,2,2,D,1,1,0,1,0,4,1,13,13,6,5,12,19,11,4,3,4,0,0,15,7,26,31,1.7,4.36,4.5,1.76,4.6,4.75
2023-24,E0,2023-09-24,14:00,2023-09-24 14:00:00,20230924_brighton_bournemouth,Brighton,Bournemouth,J Brooks,3,1,H,1,1,1,0,0,4,1,13,12,4,4,12,17,4,4,3,3,0,0,8,6,25,29,1.38,5.31,7.58,1.43,5.75,8.3
2023-24,E0,2023-09-24,14:00,2023-09-24 14:00:00,20230924_chelsea_astonvilla,Chelsea,Aston Villa,J Gillett,0,1,A,0,0,0,0,1,1,0,10,15,4,7,9,11,5,11,2,3,0,0,16,5,25,20,1.91,3.85,3.87,1.96,4.0,4.1
2023-24,E0,2023-09-24,14:00,2023-09-24 14:00:00,20230924_liverpool_westham,Liverpool,West Ham,C Kavanagh,3,1,H,1,1,1,0,0,4,1,22,11,7,4,12,13,7,4,0,2,0,0,11,2,33,25,1.39,5.38,7.19,1.45,5.8,7.7
2023-24,E0,2023-09-24,16:30,2023-09-24 16:30:00,20230924_sheffieldunited_newcastle,Sheffield United,Newcastle,S Attwell,0,8,A,0,3,0,0,1,8,1,9,22,1,15,12,8,2,6,3,0,0,0,8,3,31,20,7.01,4.78,1.45,7.5,5.1,1.51
2023-24,E0,2023-09-30,12:30,2023-09-30 12:30:00,20230930_astonvilla_brighton,Aston Villa,Brighton,A Madley,6,1,H,3,0,1,0,0,7,1,19,11,9,3,19,21,1,3,4,4,0,0,4,8,30,40,2.56,3.92,2.55,2.65,4.11,2.65
2023-24,E0,2023-09-30,15:00,2023-09-30 15:00:00,20230930_wolves_mancity,Wolves,Man City,C Pawson,2,1,H,1,0,1,0,0,3,1,3,23,1,8,18,12,0,6,5,4,0,0,6,9,26,30,9.2,5.65,1.33,10.0,6.0,1.36
2023-24,E0,2023-09-30,15:00,2023-09-30 15:00:00,20230930_westham_sheffieldunited,West Ham,Sheffield United,G Scott,2,0,H,2,0,1,0,0,2,0,20,16,9,2,6,9,7,4,1,1,0,0,11,2,36,15,1.45,4.79,7.1,1.49,5.1,7.5
2023-24,E0,2023-09-30,15:00,2023-09-30 15:00:00,20230930_newcastle_burnley,Newcastle,Burnley,T Bramall,2,0,H,1,0,1,0,0,2,0,20,8,8,2,7,15,5,3,1,3,0,0,8,4,28,22,1.33,5.62,9.22,1.36,5.9,10.5
2023-24,E0,2023-09-30,15:00,2023-09-30 15:00:00,20230930_manunited_crystalpalace,Man United,Crystal Palace,C Kavanagh,0,1,A,0,1,0,0,1,1,0,19,8,4,2,10,8,10,4,3,2,0,0,14,5,27,18,1.57,4.3,5.89,1.61,4.5,6.1
2023-24,E0,2023-09-30,15:00,2023-09-30 15:00:00,20230930_everton_luton,Everton,Luton,A Taylor,1,2,A,1,2,0,0,1,3,1,23,9,5,2,8,10,3,6,0,1,0,0,9,1,32,18,1.61,3.94,6.06,1.68,4.1,6.5
2023-24,E0,2023-09-30,15:00,2023-09-30 15:00:00,20230930_bournemouth_arsenal,Bournemouth,Arsenal,M Salisbury,0,4,A,0,2,0,0,1,4,1,8,15,1,8,11,10,6,6,0,1,0,0,12,1,23,21,5.77,4.68,1.53,6.0,4.9,1.58
2023-24,E0,2023-09-30,17:30,2023-09-30 17:30:00,20230930_tottenham_liverpool,Tottenham,Liverpool,S Hooper,2,1,H,1,1,1,0,0,3,1,24,12,8,4,11,17,12,5,5,4,0,2,17,11,36,28,2.96,4.03,2.21,3.08,4.2,2.28
2023-24,E0,2023-10-01,14:00,2023-10-01 14:00:00,20231001_nott'mforest_brentford,Nott'm Forest,Brentford,P Tierney,1,1,D,0,0,0,1,0,2,0,6,18,1,5,6,10,1,11,1,2,1,0,12,4,24,16,2.81,3.27,2.65,2.89,3.46,2.75
2023-24,E0,2023-10-02,20:00,2023-10-02 20:00:00,20231002_fulham_chelsea,Fulham,Chelsea,T Robinson,0,2,A,0,2,0,0,1,2,0,10,11,3,4,15,12,8,1,1,4,0,0,9,5,21,27,3.73,3.49,2.06,4.0,3.62,2.1
2023-24,E0,2023-10-03,19:30,2023-10-03 19:30:00,20231003_luton_burnley,Luton,Burnley,P Bankes,1,2,A,0,1,0,0,1,3,1,18,14,3,4,14,6,7,6,4,2,0,0,13,6,32,20,2.92,3.18,2.63,3.0,3.3,2.72
