season,Div,Date,Time,kickoff,match_id,HomeTeam,AwayTeam,Referee,FTHG,FTAG,FTR,HTHG,HTAG,home_win,draw,away_win,total_goals,over_2_5,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,total_corners,total_cards,total_shots,total_fouls,AvgH,AvgD,AvgA,MaxH,MaxD,MaxA
2018-19,E0,2018-12-01,00:00,2018-12-01 00:00:00,20181201_crystalpalace_burnley,Crystal Palace,Burnley,L Probert,2,0,H,1,0,1,0,0,2,0,29,4,9,0,9,10,10,2,1,1,0,0,12,2,33,19,,,,,,
2018-19,E0,2018-12-01,00:00,2018-12-01 00:00:00,20181201_leicester_watford,Leicester,Watford,G Scott,2,0,H,2,0,1,0,0,2,0,7,8,3,0,7,6,4,8,2,1,0,1,12,4,15,13,,,,,,
2018-19,E0,2018-12-02,00:00,2018-12-02 00:00:00,20181202_arsenal_tottenham,Arsenal,Tottenham,M Dean,4,2,H,1,2,1,0,0,6,1,22,11,7,6,15,17,8,5,3,3,0,1,13,7,33,32,,,,,,
2018-19,E0,2018-12-02,00:00,2018-12-02 00:00:00,20181202_chelsea_fulham,Chelsea,Fulham,C Pawson,2,0,H,1,0,1,0,0,2,0,16,9,9,4,8,17,4,6,2,1,0,0,10,3,25,25,,,,,,
2018-19,E0,2018-12-02,00:00,2018-12-02 00:00:00,20181202_liverpool_everton,Liverpool,Everton,C Kavanagh,1,0,H,0,0,1,0,0,1,0,16,9,3,3,12,7,8,1,3,2,0,0,9,5,25,19,,,,,,
2018-19,E0,2018-12-04,00:00,2018-12-04 00:00:00,20181204_bournemouth_huddersfield,Bournemouth,Huddersfield,R East,2,1,H,2,1,1,0,0,3,1,6,23,2,6,14,11,4,8,4,2,0,0,12,6,29,25,,,,,,
2018-19,E0,2018-12-04,00:00,2018-12-04 00:00:00,20181204_brighton_crystalpalace,Brighton,Crystal Palace,K Friend,3,1,H,3,0,1,0,0,4,1,9,18,3,5,14,12,4,5,2,3,1,0,9,6,27,26,,,,,,
2018-19,E0,2018-12-04,00:00,2018-12-04 00:00:00,20181204_watford_mancity,Watford,Man City,P Tierney,1,2,A,0,1,0,0,1,3,1,11,15,7,7,4,8,3,11,0,1,0,0,14,1,26,12,,,,,,
2018-19,E0,2018-12-04,00:00,2018-12-04 00:00:00,20181204_westham_cardiff,West Ham,Cardiff,G Scott,3,1,H,0,0,1,0,0,4,1,17,9,11,5,10,10,10,4,1,2,0,0,14,3,26,20,,,,,,
2018-19,E0,2018-12-05,00:00,2018-12-05 00:00:00,20181205_tottenham_southampton,Tottenham,Southampton,A Taylor,3,1,H,1,0,1,0,0,4,1,13,18,8,5,7,5,8,6,0,0,0,0,14,0,31,12,,,,,,
2018-19,E0,2018-12-05,00:00,2018-12-05 00:00:00,20181205_manunited_arsenal,Man United,Arsenal,A Marriner,2,2,D,1,1,0,1,0,4,1,10,9,7,4,13,10,4,4,3,3,0,0,8,6,19,23,,,,,,
2018-19,E0,2018-12-05,00:00,2018-12-05 00:00:00,20181205_wolves_chelsea,Wolves,Chelsea,J Moss,2,1,H,0,1,1,0,0,3,1,6,17,2,3,18,10,1,5,4,4,0,0,6,8,23,28,,,,,,
2018-19,E0,2018-12-05,00:00,2018-12-05 00:00:00,20181205_everton_newcastle,Everton,Newcastle,L Mason,1,1,D,1,1,0,1,0,2,0,19,8,3,5,7,18,14,2,0,5,0,0,16,5,27,25,,,,,,
2018-19,E0,2018-12-05,00:00,2018-12-05 00:00:00,20181205_burnley_liverpool,Burnley,Liverpool,S Attwell,1,3,A,0,0,0,0,1,4,1,10,18,6,12,10,3,5,9,1,0,0,0,14,1,28,13,,,,,,
2018-19,E0,2018-12-05,00:00,2018-12-05 00:00:00,20181205_fulham_leicester,Fulham,Leicester,D Coote,1,1,D,1,0,0,1,0,2,0,25,13,7,5,12,7,10,8,0,0,0,0,18,0,38,19,,,,,,
2018-19,E0,2018-12-08,00:00,2018-12-08 00:00:00,20181208_manunited_fulham,Man United,Fulham,L Probert,4,1,H,3,0,1,0,0,5,1,20,10,11,4,11,15,10,3,1,1,0,1,13,3,30,26,,,,,,
2018-19,E0,2018-12-08,00:00,2018-12-08 00:00:00,20181208_leicester_tottenham,Leicester,Tottenham,C Pawson,0,2,A,0,1,0,0,1,2,0,11,7,3,2,12,7,6,5,3,1,0,0,11,4,18,19,,,,,,
2018-19,E0,2018-12-08,00:00,2018-12-08 00:00:00,20181208_westham_crystalpalace,West Ham,Crystal Palace,A Taylor,3,2,H,0,1,1,0,0,5,1,13,8,6,4,10,8,5,3,1,2,0,0,8,3,21,18,,,,,,
2018-19,E0,2018-12-08,00:00,2018-12-08 00:00:00,20181208_chelsea_mancity,Chelsea,Man City,M Oliver,2,0,H,1,0,1,0,0,2,0,8,14,5,4,12,11,1,13,2,0,0,0,14,2,22,23,,,,,,
2018-19,E0,2018-12-08,00:00,2018-12-08 00:00:00,20181208_bournemouth_liverpool,Bournemouth,Liverpool,L Mason,0,4,A,0,1,0,0,1,4,1,8,10,2,4,9,11,6,6,2,1,0,0,12,3,18,20,,,,,,
2018-19,E0,2018-12-08,00:00,2018-12-08 00:00:00,20181208_burnley_brighton,Burnley,Brighton,M Atkinson,1,0,H,1,0,1,0,0,1,0,14,14,4,1,11,11,2,7,2,0,0,0,9,2,28,22,,,,,,
2018-19,E0,2018-12-08,00:00,2018-12-08 00:00:00,20181208_arsenal_huddersfield,Arsenal,Huddersfield,P Tierney,1,0,H,0,0,1,0,0,1,0,14,6,2,0,13,20,7,1,5,4,0,0,8,9,20,33,,,,,,
2018-19,E0,2018-12-08,00:00,2018-12-08 00:00:00,20181208_cardiff_southampton,Cardiff,Southampton,J Moss,1,0,H,0,0,1,0,0,1,0,13,12,4,1,9,10,7,7,2,2,0,0,14,4,25,19,,,,,,
2018-19,E0,2018-12-09,00:00,2018-12-09 00:00:00,20181209_newcastle_wolves,Newcastle,Wolves,M Dean,1,2,A,1,1,0,0,1,3,1,12,13,4,6,10,17,4,6,2,5,1,0,10,8,25,27,,,,,,
2018-19,E0,2018-12-10,00:00,2018-12-10 00:00:00,20181210_everton_watford,Everton,Watford,K Friend,2,2,D,1,0,0,1,0,4,1,12,15,5,3,13,13,6,6,1,1,0,0,12,2,27,26,,,,,,
2018-19,E0,2018-12-15,00:00,2018-12-15 00:00:00,20181215_crystalpalace_leicester,Crystal Palace,Leicester,M Oliver,1,0,H,1,0,1,0,0,1,0,8,12,1,2,10,8,4,4,2,1,0,0,8,3,20,18,,,,,,
2018-19,E0,2018-12-15,00:00,2018-12-15 00:00:00,20181215_fulham_westham,Fulham,West Ham,M Dean,0,2,A,0,2,0,0,1,2,0,16,6,4,3,14,10,6,4,2,1,0,0,10,3,22,24,,,,,,
2018-19,E0,2018-12-15,00:00,2018-12-15 00:00:00,20181215_huddersfield_newcastle,Huddersfield,Newcastle,A Taylor,0,1,A,0,0,0,0,1,1,0,15,8,5,5,5,13,10,1,1,1,0,0,11,2,23,18,,,,,,
2018-19,E0,2018-12-15,00:00,2018-12-15 00:00:00,20181215_mancity_everton,Man City,Everton,C Pawson,3,1,H,1,0,1,0,0,4,1,13,9,5,2,7,9,6,2,1,2,0,0,8,3,22,16,,,,,,
2018-19,E0,2018-12-15,00:00,2018-12-15 00:00:00,20181215_tottenham_burnley,Tottenham,Burnley,G Scott,1,0,H,0,0,1,0,0,1,0,15,4,3,0,7,8,8,3,0,2,0,0,11,2,19,15,,,,,,
2018-19,E0,2018-12-15,00:00,2018-12-15 00:00:00,20181215_watford_cardiff,Watford,Cardiff,A Madley,3,2,H,1,0,1,0,0,5,1,17,10,8,3,7,5,5,0,0,0,0,0,5,0,27,12,,,,,,
2018-19,E0,2018-12-15,00:00,2018-12-15 00:00:00,20181215_wolves_bournemouth,Wolves,Bournemouth,S Hooper,2,0,H,1,0,1,0,0,2,0,9,13,3,3,15,7,5,3,1,2,0,0,8,3,22,22,,,,,,
2018-19,E0,2018-12-16,00:00,2018-12-16 00:00:00,20181216_brighton_chelsea,Brighton,Chelsea,S Attwell,1,2,A,0,2,0,0,1,3,1,6,10,2,3,14,6,4,1,2,2,0,0,5,4,16,20,,,,,,
2018-19,E0,2018-12-16,00:00,2018-12-16 00:00:00,20181216_liverpool_manunited,Liverpool,Man United,M Atkinson,3,1,H,1,1,1,0,0,4,1,36,6,11,2,6,14,13,2,0,2,0,0,15,2,42,20,,,,,,
2018-19,E0,2018-12-16,00:00,2018-12-16 00:00:00,20181216_southampton_arsenal,Southampton,Arsenal,C Kavanagh,3,2,H,2,1,1,0,0,5,1,12,13,7,4,12,10,4,5,3,1,0,0,9,4,25,22,,,,,,
2018-19,E0,2018-12-21,00:00,2018-12-21 00:00:00,20181221_wolves_liverpool,Wolves,Liverpool,C Pawson,0,2,A,0,1,0,0,1,2,0,11,15,5,6,7,3,1,10,0,0,0,0,11,0,26,10,,,,,,
2018-19,E0,2018-12-22,00:00,2018-12-22 00:00:00,20181222_arsenal_burnley,Arsenal,Burnley,K Friend,3,1,H,1,0,1,0,0,4,1,10,7,6,2,10,14,1,3,2,5,0,0,4,7,17,24,,,,,,
2018-19,E0,2018-12-22,00:00,2018-12-22 00:00:00,20181222_bournemouth_brighton,Bournemouth,Brighton,M Dean,2,0,H,1,0,1,0,0,2,0,14,10,3,5,8,18,6,5,2,0,0,1,11,3,24,26,,,,,,
2018-19,E0,2018-12-22,00:00,2018-12-22 00:00:00,20181222_cardiff_manunited,Cardiff,Man United,M Oliver,1,5,A,1,3,0,0,1,6,1,9,17,3,9,13,13,4,7,2,1,0,0,11,3,26,26,,,,,,
2018-19,E0,2018-12-22,00:00,2018-12-22 00:00:00,20181222_chelsea_leicester,Chelsea,Leicester,L Probert,0,1,A,0,0,0,0,1,1,0,17,8,5,3,10,9,9,5,0,2,0,0,14,2,25,19,,,,,,
2018-19,E0,2018-12-22,00:00,2018-12-22 00:00:00,20181222_huddersfield_southampton,Huddersfield,Southampton,S Attwell,1,3,A,0,2,0,0,1,4,1,16,13,5,6,12,9,8,2,2,3,0,0,10,5,29,21,,,,,,
2018-19,E0,2018-12-22,00:00,2018-12-22 00:00:00,20181222_mancity_crystalpalace,Man City,Crystal Palace,A Marriner,2,3,A,1,2,0,0,1,5,1,19,5,5,3,7,6,13,0,0,4,0,0,13,4,24,13,,,,,,
2018-19,E0,2018-12-22,00:00,2018-12-22 00:00:00,20181222_newcastle_fulham,Newcastle,Fulham,M Atkinson,0,0,D,0,0,0,1,0,0,0,9,4,0,2,9,12,6,0,1,2,0,0,6,3,13,21,,,,,,
2018-19,E0,2018-12-22,00:00,2018-12-22 00:00:00,20181222_westham_watford,West Ham,Watford,L Mason,0,2,A,0,1,0,0,1,2,0,18,11,7,5,9,11,10,4,3,2,0,0,14,5,29,20,,,,,,
2018-19,E0,2018-12-23,00:00,2018-12-23 00:00:00,20181223_everton_tottenham,Everton,Tottenham,P Tierney,2,6,A,1,3,0,0,1,8,1,10,17,3,8,13,9,2,1,0,2,0,0,3,2,27,22,,,,,,
2018-19,E0,2018-12-26,00:00,2018-12-26 00:00:00,20181226_watford_chelsea,Watford,Chelsea,M Atkinson,1,2,A,1,1,0,0,1,3,1,10,10,2,4,15,5,3,4,1,0,0,0,7,1,20,20,,,,,,
2018-19,E0,2018-12-26,00:00,2018-12-26 00:00:00,20181226_tottenham_bournemouth,Tottenham,Bournemouth,C Kavanagh,5,0,H,3,0,1,0,0,5,1,10,14,7,4,4,8,3,4,2,1,0,0,7,3,24,12,,,,,,
2018-19,E0,2018-12-26,00:00,2018-12-26 00:00:00,20181226_manunited_huddersfield,Man United,Huddersfield,J Moss,3,1,H,1,0,1,0,0,4,1,16,10,10,2,9,13,5,3,1,1,0,0,8,2,26,22,,,,,,
2018-19,E0,2018-12-26,00:00,2018-12-26 00:00:00,20181226_leicester_mancity,Leicester,Man City,M Dean,2,1,H,1,1,1,0,0,3,1,10,11,5,4,5,8,3,7,2,2,0,1,10,5,21,13,,,,,,
2018-19,E0,2018-12-26,00:00,2018-12-26 00:00:00,20181226_liverpool_newcastle,Liverpool,Newcastle,G Scott,4,0,H,1,0,1,0,0,4,1,16,6,8,2,7,9,10,2,0,0,0,0,12,0,22,16,,,,,,
2018-19,E0,2018-12-26,00:00,2018-12-26 00:00:00,20181226_fulham_wolves,Fulham,Wolves,A Marriner,1,1,D,0,0,0,1,0,2,0,11,14,9,5,9,6,2,0,2,1,0,0,2,3,25,15,,,,,,
2018-19,E0,2018-12-26,00:00,2018-12-26 00:00:00,20181226_crystalpalace_cardiff,Crystal Palace,Cardiff,L Probert,0,0,D,0,0,0,1,0,0,0,31,9,5,4,9,11,12,1,0,3,0,0,13,3,40,20,,,,,,
2018-19,E0,2018-12-26,00:00,2018-12-26 00:00:00,20181226_burnley_everton,Burnley,Everton,M Oliver,1,5,A,1,3,0,0,1,6,1,11,13,4,6,11,19,5,7,2,4,0,0,12,6,24,30,,,,,,
2018-19,E0,2018-12-26,00:00,2018-12-26 00:00:00,20181226_brighton_arsenal,Brighton,Arsenal,A Taylor,1,1,D,1,1,0,1,0,2,0,12,7,3,4,10,4,4,9,2,1,0,0,13,3,19,14,,,,,,
2018-19,E0,2018-12-27,00:00,2018-12-27 00:00:00,20181227_southampton_westham,Southampton,West Ham,C Pawson,1,2,A,0,0,0,0,1,3,1,11,16,5,5,10,3,4,5,2,0,0,0,9,2,27,13,,,,,,
2018-19,E0,2018-12-29,00:00,2018-12-29 00:00:00,20181229_brighton_everton,Brighton,Everton,A Madley,1,0,H,0,0,1,0,0,1,0,11,13,3,4,10,11,6,6,0,2,0,0,12,2,24,21,,,,,,
2018-19,E0,2018-12-29,00:00,2018-12-29 00:00:00,20181229_fulham_huddersfield,Fulham,Huddersfield,K Friend,1,0,H,0,0,1,0,0,1,0,14,9,5,5,12,10,4,3,3,1,0,0,7,4,23,22,,,,,,
2018-19,E0,2018-12-29,00:00,2018-12-29 00:00:00,20181229_leicester_cardiff,Leicester,Cardiff,S Hooper,0,1,A,0,0,0,0,1,1,0,16,12,7,3,14,16,10,4,0,2,0,0,14,2,28,30,,,,,,
2018-19,E0,2018-12-29,00:00,2018-12-29 00:00:00,20181229_liverpool_arsenal,Liverpool,Arsenal,M Oliver,5,1,H,4,1,1,0,0,6,1,15,8,10,2,8,13,5,3,1,2,0,0,8,3,23,21,,,,,,
2018-19,E0,2018-12-29,00:00,2018-12-29 00:00:00,20181229_tottenham_wolves,Tottenham,Wolves,S Attwell,1,3,A,1,0,0,0,1,4,1,10,11,3,4,7,7,6,7,3,2,0,0,13,5,21,14,,,,,,
2018-19,E0,2018-12-29,00:00,2018-12-29 00:00:00,20181229_watford_newcastle,Watford,Newcastle,R East,1,1,D,0,1,0,1,0,2,0,12,8,5,2,17,16,3,6,1,2,0,0,9,3,20,33,,,,,,
2018-19,E0,2018-12-30,00:00,2018-12-30 00:00:00,20181230_southampton_mancity,Southampton,Man City,P Tierney,1,3,A,1,3,0,0,1,4,1,5,14,4,6,11,10,3,8,2,3,1,0,11,6,19,21,,,,,,
2018-19,E0,2018-12-30,00:00,2018-12-30 00:00:00,20181230_manunited_bournemouth,Man United,Bournemouth,L Mason,4,1,H,3,1,1,0,0,5,1,11,7,8,3,10,7,4,5,2,0,1,0,9,3,18,17,,,,,,
2018-19,E0,2018-12-30,00:00,2018-12-30 00:00:00,20181230_burnley_westham,Burnley,West Ham,D Coote,2,0,H,2,0,1,0,0,2,0,17,11,5,4,15,11,5,5,1,4,0,0,10,5,28,26,,,,,,
2018-19,E0,2018-12-30,00:00,2018-12-30 00:00:00,20181230_crystalpalace_chelsea,Crystal Palace,Chelsea,C Pawson,0,1,A,0,0,0,0,1,1,0,4,12,0,4,11,8,3,4,0,1,0,0,7,1,16,19,,,,,,
2018-19,E0,2019-01-01,00:00,2019-01-01 00:00:00,20190101_arsenal_fulham,Arsenal,Fulham,G Scott,4,1,H,1,0,1,0,0,5,1,16,9,9,4,7,12,8,3,0,1,0,0,11,1,25,19,,,,,,
2018-19,E0,2019-01-01,00:00,2019-01-01 00:00:00,20190101_cardiff_tottenham,Cardiff,Tottenham,K Friend,0,3,A,0,3,0,0,1,3,1,6,13,3,4,6,6,5,3,1,0,0,0,8,1,19,12,,,,,,
2018-19,E0,2019-01-01,00:00,2019-01-01 00:00:00,20190101_everton_leicester,Everton,Leicester,M Atkinson,0,1,A,0,0,0,0,1,1,0,17,8,2,4,5,8,6,5,3,1,0,0,11,4,25,13,,,,,,
2018-19,E0,2019-01-02,00:00,2019-01-02 00:00:00,20190102_bournemouth_watford,Bournemouth,Watford,D Coote,3,3,D,3,3,0,1,0,6,1,25,11,12,3,9,15,4,2,1,4,0,0,6,5,36,24,,,,,,
2018-19,E0,2019-01-02,00:00,2019-01-02 00:00:00,20190102_chelsea_southampton,Chelsea,Southampton,J Moss,0,0,D,0,0,0,1,0,0,0,17,6,6,2,8,11,7,2,1,2,0,0,9,3,23,19,,,,,,
2018-19,E0,2019-01-02,00:00,2019-01-02 00:00:00,20190102_huddersfield_burnley,Huddersfield,Burnley,M Dean,1,2,A,1,1,0,0,1,3,1,9,16,2,8,11,9,5,2,0,4,1,1,7,6,25,20,,,,,,
2018-19,E0,2019-01-02,00:00,2019-01-02 00:00:00,20190102_newcastle_manunited,Newcastle,Man United,A Marriner,0,2,A,0,0,0,0,1,2,0,14,16,3,7,10,9,1,2,1,2,0,0,3,3,30,19,,,,,,
2018-19,E0,2019-01-02,00:00,2019-01-02 00:00:00,20190102_westham_brighton,West Ham,Brighton,C Kavanagh,2,2,D,0,0,0,1,0,4,1,13,13,6,6,9,11,1,5,0,1,0,0,6,1,26,20,,,,,,
2018-19,E0,2019-01-02,00:00,2019-01-02 00:00:00,20190102_wolves_crystalpalace,Wolves,Crystal Palace,R East,0,2,A,0,0,0,0,1,2,0,9,17,1,4,9,7,3,10,4,1,0,0,13,5,26,16,,,,,,
2018-19,E0,2019-01-03,00:00,2019-01-03 00:00:00,20190103_mancity_liverpool,Man City,Liverpool,A Taylor,2,1,H,1,0,1,0,0,3,1,9,7,4,5,12,7,2,1,4,2,0,0,3,6,16,19,,,,,,
2018-19,E0,2019-01-12,00:00,2019-01-12 00:00:00,20190112_crystalpalace_watford,Crystal Palace,Watford,P Tierney,1,2,A,1,0,0,0,1,3,1,15,16,6,2,11,11,7,7,1,4,0,0,14,5,31,22,,,,,,
2018-19,E0,2019-01-12,00:00,2019-01-12 00:00:00,20190112_leicester_southampton,Leicester,Southampton,M Oliver,1,2,A,0,2,0,0,1,3,1,23,8,6,3,7,9,10,3,2,1,0,1,13,4,31,16,,,,,,
2018-19,E0,2019-01-12,00:00,2019-01-12 00:00:00,20190112_westham_arsenal,West Ham,Arsenal,J Moss,1,0,H,0,0,1,0,0,1,0,11,11,3,2,7,10,7,3,0,2,0,0,10,2,22,17,,,,,,
2018-19,E0,2019-01-12,00:00,2019-01-12 00:00:00,20190112_cardiff_huddersfield,Cardiff,Huddersfield,L Mason,0,0,D,0,0,0,1,0,0,0,3,14,0,2,12,14,3,10,3,1,0,0,13,4,17,26,,,,,,
2018-19,E0,2019-01-12,00:00,2019-01-12 00:00:00,20190112_burnley_fulham,Burnley,Fulham,M Atkinson,2,1,H,2,1,1,0,0,3,1,11,12,0,4,5,9,2,6,1,2,0,0,8,3,23,14,,,,,,
2018-19,E0,2019-01-12,00:00,2019-01-12 00:00:00,20190112_chelsea_newcastle,Chelsea,Newcastle,C Kavanagh,2,1,H,1,1,1,0,0,3,1,10,9,6,2,6,13,8,5,1,1,0,0,13,2,19,19,,,,,,
2018-19,E0,2019-01-12,00:00,2019-01-12 00:00:00,20190112_brighton_liverpool,Brighton,Liverpool,K Friend,0,1,A,0,0,0,0,1,1,0,7,10,0,3,15,5,2,7,0,0,0,0,9,0,17,20,,,,,,
2018-19,E0,2019-01-13,00:00,2019-01-13 00:00:00,20190113_everton_bournemouth,Everton,Bournemouth,A Taylor,2,0,H,0,0,1,0,0,2,0,15,16,3,7,17,8,5,9,5,0,0,0,14,5,31,25,,,,,,
2018-19,E0,2019-01-13,00:00,2019-01-13 00:00:00,20190113_tottenham_manunited,Tottenham,Man United,M Dean,0,1,A,0,1,0,0,1,1,0,21,13,11,8,8,8,7,4,1,2,0,0,11,3,34,16,,,,,,
2018-19,E0,2019-01-14,00:00,2019-01-14 00:00:00,20190114_mancity_wolves,Man City,Wolves,C Pawson,3,0,H,2,0,1,0,0,3,1,24,3,9,0,6,3,12,1,1,0,0,1,13,2,27,9,,,,,,
2018-19,E0,2019-01-19,00:00,2019-01-19 00:00:00,20190119_arsenal_chelsea,Arsenal,Chelsea,A Taylor,2,0,H,2,0,1,0,0,2,0,13,13,5,1,13,15,5,6,0,2,0,0,11,2,26,28,,,,,,
2018-19,E0,2019-01-19,00:00,2019-01-19 00:00:00,20190119_bournemouth_westham,Bournemouth,West Ham,S Hooper,2,0,H,0,0,1,0,0,2,0,10,9,4,1,6,10,2,3,0,1,0,0,5,1,19,16,,,,,,
2018-19,E0,2019-01-19,00:00,2019-01-19 00:00:00,20190119_liverpool_crystalpalace,Liverpool,Crystal Palace,J Moss,4,3,H,0,1,1,0,0,7,1,19,9,9,3,6,8,8,3,0,1,1,0,11,2,28,14,,,,,,
2018-19,E0,2019-01-19,00:00,2019-01-19 00:00:00,20190119_manunited_brighton,Man United,Brighton,P Tierney,2,1,H,2,0,1,0,0,3,1,20,7,5,3,11,11,6,5,1,0,0,0,11,1,27,22,,,,,,
2018-19,E0,2019-01-19,00:00,2019-01-19 00:00:00,20190119_newcastle_cardiff,Newcastle,Cardiff,S Attwell,3,0,H,1,0,1,0,0,3,1,16,9,6,1,11,6,7,10,0,1,0,0,17,1,25,17,,,,,,
2018-19,E0,2019-01-19,00:00,2019-01-19 00:00:00,20190119_southampton_everton,Southampton,Everton,G Scott,2,1,H,0,0,1,0,0,3,1,11,7,4,2,12,11,7,6,2,1,0,0,13,3,18,23,,,,,,
2018-19,E0,2019-01-19,00:00,2019-01-19 00:00:00,20190119_watford_burnley,Watford,Burnley,M Oliver,0,0,D,0,0,0,1,0,0,0,9,11,4,3,14,9,1,7,1,2,0,0,8,3,20,23,,,,,,
2018-19,E0,2019-01-19,00:00,2019-01-19 00:00:00,20190119_wolves_leicester,Wolves,Leicester,C Kavanagh,4,3,H,2,0,1,0,0,7,1,12,16,7,6,11,10,5,9,3,3,0,0,14,6,28,21,,,,,,
2018-19,E0,2019-01-20,00:00,2019-01-20 00:00:00,20190120_huddersfield_mancity,Huddersfield,Man City,A Marriner,0,3,A,0,1,0,0,1,3,1,5,12,2,4,10,9,1,4,2,2,0,0,5,4,17,19,,,,,,
2018-19,E0,2019-01-20,00:00,2019-01-20 00:00:00,20190120_fulham_tottenham,Fulham,Tottenham,C Pawson,1,2,A,1,0,0,0,1,3,1,12,14,4,5,10,8,7,10,2,3,0,0,17,5,26,18,,,,,,
2018-19,E0,2019-01-29,00:00,2019-01-29 00:00:00,20190129_arsenal_cardiff,Arsenal,Cardiff,M Dean,2,1,H,0,0,1,0,0,3,1,15,19,4,2,14,12,4,7,3,3,0,0,11,6,34,26,,,,,,
2018-19,E0,2019-01-29,00:00,2019-01-29 00:00:00,20190129_fulham_brighton,Fulham,Brighton,L Probert,4,2,H,0,2,1,0,0,6,1,24,15,7,6,10,5,10,1,2,3,0,0,11,5,39,15,,,,,,
2018-19,E0,2019-01-29,00:00,2019-01-29 00:00:00,20190129_huddersfield_everton,Huddersfield,Everton,S Attwell,0,1,A,0,1,0,0,1,1,0,10,10,2,5,13,10,3,4,1,4,0,1,7,6,20,23,,,,,,
2018-19,E0,2019-01-29,00:00,2019-01-29 00:00:00,20190129_manunited_burnley,Man United,Burnley,J Moss,2,2,D,0,0,0,1,0,4,1,28,6,9,4,10,9,11,3,1,3,0,0,14,4,34,19,,,,,,
2018-19,E0,2019-01-29,00:00,2019-01-29 00:00:00,20190129_newcastle_mancity,Newcastle,Man City,P Tierney,2,1,H,0,1,1,0,0,3,1,6,12,2,4,9,7,1,8,2,3,0,0,9,5,18,16,,,,,,
2018-19,E0,2019-01-29,00:00,2019-01-29 00:00:00,20190129_wolves_westham,Wolves,West Ham,D Coote,3,0,H,0,0,1,0,0,3,1,20,4,9,0,8,10,5,1,4,1,0,0,6,5,24,18,,,,,,
2018-19,E0,2019-01-30,00:00,2019-01-30 00:00:00,20190130_bournemouth_chelsea,Bournemouth,Chelsea,R East,4,0,H,0,0,1,0,0,4,1,12,11,7,7,8,6,3,7,1,0,0,0,10,1,23,14,,,,,,
2018-19,E0,2019-01-30,00:00,2019-01-30 00:00:00,20190130_liverpool_leicester,Liverpool,Leicester,M Atkinson,1,1,D,1,1,0,1,0,2,0,10,5,3,2,13,6,7,1,1,3,0,0,8,4,15,19,,,,,,
2018-19,E0,2019-01-30,00:00,2019-01-30 00:00:00,20190130_southampton_crystalpalace,Southampton,Crystal Palace,A Marriner,1,1,D,0,1,0,1,0,2,0,13,15,4,3,11,8,3,8,2,2,0,1,11,5,28,19,,,,,,
2018-19,E0,2019-01-30,00:00,2019-01-30 00:00:00,20190130_tottenham_watford,Tottenham,Watford,G Scott,2,1,H,0,1,1,0,0,3,1,17,9,3,1,6,9,9,5,0,4,0,0,14,4,26,15,,,,,,
2018-19,E0,2019-02-02,00:00,2019-02-02 00:00:00,20190202_everton_wolves,Everton,Wolves,L Mason,1,3,A,1,2,0,0,1,4,1,13,8,4,4,12,14,3,1,3,1,0,0,4,4,21,26,,,,,,
2018-19,E0,2019-02-02,00:00,2019-02-02 00:00:00,20190202_crystalpalace_fulham,Crystal Palace,Fulham,M Oliver,2,0,H,1,0,1,0,0,2,0,17,8,6,0,9,12,11,1,2,3,0,0,12,5,25,21,,,,,,
2018-19,E0,2019-02-02,00:00,2019-02-02 00:00:00,20190202_tottenham_newcastle,Tottenham,Newcastle,A Marriner,1,0,H,0,0,1,0,0,1,0,21,8,4,2,6,6,6,3,0,1,0,0,9,1,29,12,,,,,,
2018-19,E0,2019-02-02,00:00,2019-02-02 00:00:00,20190202_cardiff_bournemouth,Cardiff,Bournemouth,J Moss,2,0,H,1,0,1,0,0,2,0,12,9,5,2,17,14,6,7,1,2,0,0,13,3,21,31,,,,,,
2018-19,E0,2019-02-02,00:00,2019-02-02 00:00:00,20190202_burnley_southampton,Burnley,Southampton,A Taylor,1,1,D,0,0,0,1,0,2,0,15,10,6,4,10,9,4,2,3,1,0,0,6,4,25,19,,,,,,
2018-19,E0,2019-02-02,00:00,2019-02-02 00:00:00,20190202_brighton_watford,Brighton,Watford,S Hooper,0,0,D,0,0,0,1,0,0,0,21,5,4,0,15,10,7,0,1,0,0,0,7,1,26,25,,,,,,
2018-19,E0,2019-02-02,00:00,2019-02-02 00:00:00,20190202_chelsea_huddersfield,Chelsea,Huddersfield,P Tierney,5,0,H,2,0,1,0,0,5,1,23,5,7,2,8,5,11,2,0,0,0,0,13,0,28,13,,,,,,
2018-19,E0,2019-02-03,00:00,2019-02-03 00:00:00,20190203_leicester_manunited,Leicester,Man United,M Dean,0,1,A,0,1,0,0,1,1,0,17,10,6,6,14,9,7,2,4,4,0,0,9,8,27,23,,,,,,
2018-19,E0,2019-02-03,00:00,2019-02-03 00:00:00,20190203_mancity_arsenal,Man City,Arsenal,M Atkinson,3,1,H,2,1,1,0,0,4,1,19,4,12,2,11,8,4,2,1,1,0,0,6,2,23,19,,,,,,
2018-19,E0,2019-02-04,00:00,2019-02-04 00:00:00,20190204_westham_liverpool,West Ham,Liverpool,K Friend,1,1,D,1,1,0,1,0,2,0,13,11,2,6,9,11,2,5,1,1,0,0,7,2,24,20,,,,,,
